job_title,job_role,company,job_location,job_summary,post_date,today,job_salary,job_url
Data Scientist,Data Scientist,Rudrateck Solution,"Mumbai, Maharashtra","Strong grasp of Python, SQL, sklearn fundamentals.Past working experience with Geo-spatial/remote-sensing/satellite data.Good grasp of ML Models/frameworks (e.g., Linear Regression, LightGBM, tree-based learning algorithms, etc.).Hands-on with Shapely, GDAL.Familiarity with image manipulation using Python/Go.Experience in deploying the data models to the cloud with the help of the data engineering team",Posted 4 days ago,2023-03-08,"₹30,00,000 a year",https://in.indeed.com/company/Rudrateck/jobs/Data-Scientist-70179610a1b1ddc6?fccid=68300dacfdb7f431&vjs=3
Associate Data Scientist,Data Scientist,GYPR PVT LTD,"Delhi, Delhi",Health insurance.Provident Fund,Posted 2 days ago,2023-03-08,"₹3,00,000 - ₹6,00,000 a year",https://in.indeed.com/company/GYPR-Tutorials/jobs/Associate-Data-Scientist-6b7357c0dc5f380e?fccid=18ef0d325ccfe230&vjs=3
Principal Data Scientist,Data Scientist,CRUTZ LEELA,"Pune, Maharashtra",Day shift,Posted 5 days ago,2023-03-08,"₹12,00,000 - ₹18,00,000 a year",https://in.indeed.com/company/crutz-leela/jobs/Principal-Data-Scientist-5ddd9fd00a633236?fccid=093348b2c1385fae&vjs=3
Data Scientist,Data Scientist,Peak AI,"Pune, Maharashtra","You'll work as a key part of the data science team, who shape our products and drive growth by transforming how our customers operate. Interfacing with diverse people and situations - from academic experts to being onsite with our customers; this position requires a high degree of autonomy and responsibility. Furthermore, there is considerable opportunity to expand the role as Peak grows..We're looking for leading expertise in machine learning and data mining. An essential part of the role will involve keeping up-to-date with technological developments and research in the area. You must be enthusiastic for the discipline, excited by novel applications that these techniques offer, and have the ability to communicate your understanding and findings clearly to experts in other disciplines.",Posted 5 days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=3a0eaa7cea712903&fccid=19c24e7b982830fc&vjs=3
Data Scientist,Data Scientist,Harman International,"Bengaluru, Karnataka","To understand the complete business functionalities and requirements and map it to the collected/ shared data to create an understanding for development of solution functional architecture. Data collection and analysis to understand the business requirement and map it to the specific objective and generate exploratory insights from the data for different business components. Understand the problem and develop state of art AI/ML/DL models along with the MLOPS lifecycle to establish sustainable AI/ML production ecosystem. To design and develop optimization solutions using different methods and techniques, including heuristic optimization methods such as classical annealing/ quantum annealing. Design and develop production environment ready AI/ML, optimization model that could be deployed in cloud ecosystem leveraging different cloud components to enhance scalability, availability, and reliability.. Communicate the insights observed from the model",Posted 30+ days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=e62a03f23dc1d6d8&fccid=4faf342d2307e9ed&vjs=3
Data Scientist,Data Scientist,"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra","Build and train production grade ML models on large-scale datasets to solve business use cases  .Use large scale data processing frameworks to manipulate and extract value from both structured and un-structured data.  .Use Deep Learning models like NLP for solving various business use cases involving forecasting and anomaly detection.  .Perform data modeling experiments, evaluating against strong baselines, and extracting key statistical insights and/or cause and effect relations.  .Create data models using best practices to ensure high data quality and reduced redundancy",Posted 4 days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=d3fbbf8e93d72784&fccid=c46d0116f6e69eae&vjs=3
Data Science,Data Scientist,Larsen & Toubro Limited,"Chennai, Tamil Nadu","About the Company ..  Larsen & Toubro (L&T), one of India’s largest conglomerates (revenue ~$20 bn) with global presence in technology IT & Financial services, engineering and Infrastructure. L&T’s Smart World & Communication BU is a business leader in Safe & Smart city market in India with at-scale deployments across 20+ cities within 3 years of foray into the space..  ....  To address market comprehensively, L&T is embarking into journey of developing next gen technology “ .  Smart and Safe World Utility Practice ” with a vision of solving Utility related problems for India and global markets. This young and passionate team with motto “We solve” focusses on Urban physical convergence adopting Next-gen technologies including Artificial intelligence, IoT, and Data Analytics.  ....  Larsen & Toubro recently featured among the top 25 companies in the Forbes' global 2000 best employers. We promise you work place filled with Innovation, passion and teamwork to solve world’s most complex urban problems and lead transformation!!!.  ....ETL Tool, SQL and NoSQL .Data Visualization, Data Cleaning .R, Python, Machine Learning ...Probability and statistics, Statistical Programming, Critical Thinking",Posted Today,2023-03-08,?,https://in.indeed.com/rc/clk?jk=e56d83e2389adf8a&fccid=4ed03476a1620afb&vjs=3
Data Scientist - Associate,Data Scientist,"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra","Partnering with our data scientists and data strategists to support macroeconomic research and other analytics that are critical input to the investment process .Contributing to the continued generation of insights from JP Morgan Chase's proprietary, alternative, and traditional datasets and the development of a brand around those insights .Working closely with investment professionals and technology partners to aid in the development and delivery of end-to-end solutions .Helping to integrate insights, investment signals/factors, etc. into content for internal and external distribution, J.P. Morgan Asset Management investment processes, and user tools/applications .Developing subject matter expertise on JP Morgan Chase's proprietary datasets",Posted 1 day ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=c6a52c81f717ca5d&fccid=c46d0116f6e69eae&vjs=3
Junior Data Scientist - Artificial Intelligence Innovation,Data Scientist,Accenture,"Bengaluru, Karnataka",Artificial Intelligence (AI) .Machine Learning .Python .Statistics .Adaptable and flexible .Agility for quick learning .Ability to work well in a team .Commitment to quality .Strong analytical skills,Posted 5 days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=0acccdc034d95aa7&fccid=a4e4e2eaf26690c9&vjs=3
Data Scientist,Data Scientist,Pridetech labs pvt ltd Bangalore,Remote,Life insurance.Paid sick time.Work from home,Posted 21 days ago,2023-03-08,"From ₹5,00,000 a year",https://in.indeed.com/company/Pridetech-labs-pvt-ltd-Bangalore/jobs/Data-Scientist-7abc93fb606577de?fccid=893e00d091f0952f&vjs=3
Data Scientist,Data Scientist,Hellowork Technologies Pvt Ltd,"Mumbai, Maharashtra","Driving use cases by analyzing OBD Data.Geospatial and Temporal data analysis.Read conference papers on the latest research in Geospatial and Temporal domain.Vehicle Component Health.Fleet Management System.Cross functional experience closely with engineering, Dev-ops, and marketing teams, to understand and deliver effective products. Creating data visualizations to effectively convey findings using Tableau/plotly/panel/streamlit.Exporting data to external sources through reports or spreadsheets or through API.Extending company’s data with third party sources of information when needed.Data quality to support sound business decisions and effective engineering",Posted 7 days ago,2023-03-08,"₹4,22,994 - ₹8,65,449 a year",https://in.indeed.com/company/Hellowork-Technologies-Pvt-Ltd/jobs/Data-Scientist-653aa794337988ac?fccid=2d17be6cbe85fb51&vjs=3
Data Scientist 2,Data Scientist,PayPal,"Chennai, Tamil Nadu","Provide holistic recommendations for segment-level Pricing & FX optimizations that can drive meaningful financial benefit for PayPal without jeopardizing customer experience. Perform deep-dive analytics including Causal Inference analysis, Pre-Post analysis, Sensitivity analysis, Financial projections, and additional ad-hoc exercises. Develop business-friendly reporting tools and dashboards to monitor overall pricing hygiene, analyze portfolio trends, and flag any opportunities or issues. Play a crucial role in collaboration with our partners in finance to ensure transparency and alignment of data, views, and metrics. Develop financial models to articulate the value of new initiatives, changes to existing initiatives, and process improvements.. Be a thought leader in the Pricing Analytics space for new forms of analysis and model techniques that drive performance-improving changes. Work with a geographically distributed team towards greater and greater quality deliverables, expanded skills, and growing needs of data science skills and more",Posted Just posted,2023-03-08,?,https://in.indeed.com/rc/clk?jk=31d23305885f6c7d&fccid=978d9fd9799d55a8&vjs=3
Sr Applied Data Scientist,Data Scientist,Tesco,"Bengaluru, Karnataka",Follow Tesco's Business Code of Conduct and always act with integrity and due diligence.Engage with market leaders to understand problems to be solved; translate the business problems to analytics problems; taking ownership of specified analytical modules and translate the answers back to decision makers in business terms..Think beyond the ask and develop solutions that will add value to existing solutions.Accountable for high quality and timely completion of specified work deliverables.Write codes that are well documented; structured; and compute efficient.Drive value delivery through efficiency gain by automating repeatable tasks; report creation or dashboard refresh.Collaborate with colleagues to design; execute and measure analytical solution.Contribute to development of knowledge assets and reusable modules on GitHub/Wiki.Understands business needs and in depth understanding of Tesco processes.Builds on Tesco processes and knowledge by applying CI tools and techniques..Responsible for completing tasks and transactions within agreed KPI's.Solves problems by analyzing solution alternatives,Posted 5 days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=8c84872a1e049d81&fccid=e7de5238ae83770d&vjs=3
"Senior Data Scientist ( Only for Immediately Joiner, WFH)",Data Scientist,DXC Technology,"Bengaluru, Karnataka",Health insurance,Posted 6 days ago,2023-03-08,"₹30,00,000 - ₹40,00,000 a year",https://in.indeed.com/company/DXC-Technology/jobs/Senior-Data-Scientist-d22630c6d24a1d67?fccid=feaabf8e6a699d3c&vjs=3
Data Scientist,Data Scientist,Bosch Group,"Bengaluru, Karnataka","As a Data Scientist you will work as part of our global Data Science team to provide data driven AI solutions for our internal customers using state-of-the-art Machine Learning methods and tools.. In collaboration with other Bosch units, you will enhance and operate our existing cloud-based solutions as well as explore new potential Machine Learning use cases.. As an employee of the global cross Business Intelligence team (xBI), you will work on the future steering of Bosch together with Data Modelers, Data Engineers, and Business Analysts.. Last but not least, as part of the leading in-house provider for data and analytics-based solutions within Bosch, you will experience the start-up spirit with us and make your contribution through entrepreneurial thinking and acting.",Posted 22 days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=43dc1878e13d6d2d&fccid=a2faf1301ac6ad4b&vjs=3
Data Scientist,Data Scientist,GKN Aerospace,"Bengaluru, Karnataka","About Us.GKN Aerospace is the world's leading multi-technology tier 1 aerospace supplier. With 38 manufacturing locations in 12 countries, we serve over 90% of the world”s aircraft and engine manufacturers. We design and manufacture innovative smart aerospace systems and components. Every time you travel by air almost anywhere in the world, it is likely that GKN is helping you on your way... We are looking for people who want to make a difference, talented members with the skills and passions to become the best of the future in what they do..... Job Summary... The Data Scientist is a key member of the Data & Analytics team responsible for using data together with analytics and machine learning techniques to generate actionable insights that drive business value. Working together with the Full-Stack Data Scientist and with data engineers and stakeholders across the organization, it will help interpret the needs of the business and identify the models and analytics that can turn our data into a valuable strategic asset. The Data Scientist develops and implements machine learning and statistical models to support data analysis and decision-making. The Data Scientist is responsible for performing exploratory data analysis to uncover insights and trends from complex datasets, and communicating findings and recommendations to stakeholders through data visualizations, reports, and presentations.. .....Job Responsibilities... Work closely with stakeholders across the organization to identify and prioritize data-driven projects and initiatives. Develop and implement Analytics models to support data analysis and decision making. Collaborate with data engineers and IT teams to design and implement efficient data pipelines and systems for data storage, processing, and analysis. Perform exploratory data analysis to uncover insights and trends from complex datasets. Communicate findings and recommendations to stakeholders through data visualizations, reports, and presentations. Stay up-to-date with the latest data science and machine learning technologies and techniques. .....Job Qualifications... Strong technical skills in data science and machine learning, including experience with Python, R, and similar programming languages. Familiarity with big data technologies and cloud-based data platforms. Excellent problem-solving and critical thinking skills. Strong communication and collaboration skills. Ability to work independently and manage multiple priorities effectively. Passion for working with data and driving business insights and value from data analysis. Bachelor's degree in computer science, computer engineering, or a related field. ....Diversity Inclusion and Belonging (DIB).As a global engineering company, innovation is what differentiates us from our competitors and is central to our success..A balance of cultures, ethnicities and genders help bring new ideas and creativity to GKN. We need people of different backgrounds, with different skills and perspectives to spark originality, imagination and creativeness in our teams around the world..GKN is an equal opportunity employer..We treat all our employees and applicants fairly and are committed to ensuring that there is no discrimination or harassment against any employee or qualified applicant on the grounds of age, race, creed, color, national origin, ancestry, marital status, affectional or sexual orientation, gender identity or expression, disability, nationality, sex, or veteran status or any other characteristic protected by law.",Posted 13 days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=88b800bcc21ad305&fccid=c63673380ae8fbab&vjs=3
Data Scientist,Data Scientist,Serendipity corporate services,"Pune, Maharashtra",Day shift,Posted 30+ days ago,2023-03-08,"Up to ₹12,00,000 a year",https://in.indeed.com/company/Serendipity-Corporate-Services/jobs/Data-Scientist-d319890a7e585422?fccid=33b7955d113d73b9&vjs=3
Data Scientist,Data Scientist,WELLS FARGO BANK,"Bengaluru, Karnataka","Person would be required to work individually or as part of a team on data science projects and work closely with business partners across the organization. .He/She would perform Data wrangling activities. .He/she would be developing statistical/machine learning models using various techniques (supervised, unsupervised, semi-supervised) and technologies including but not limited to SAS, R, Python, Spark, H2O, Aster etc. .Work closely with data engineers, BI and UI specialists and deliver top notch analytical solution for the bank. .Define business problem and translate it into analytical problem. .Essential Qualifications: .BS/BA degree or higher in a quantitative field such as applied math, statistics, engineering, physics, accounting, finance, economics, econometrics, computer sciences, or business/social and behavioral sciences with a quantitative emphasis .1-4 years of experience .Experience with supervise , unsupervised & semi supervise learning .Experience with Deep-learning, Artificial intelligence techniques .Strong programing skill .Expertise in analytic tools : R, Python, Scala, Java .Big Data skills - Aster, Hadoop, SPARK, H20 and various big data distributions like Hortonworks and MapR .NLP, Text mining, Image/Voice processing, digital analytics, deep learning, machine learning .Data Engineering ..Sql ,Teradata, Hadoop, Spark ..Exploratory Data analysis ..Provide exploratory data analysis using Python/R/SAS / SQL .Experience with Databases like oracle , Teradata, Sql server .Advance Excel skills .Data integration and clean up data for the usage .Experience with structured data and semi-structured text or Excel files ..Business Intelligence ..Tableau, Power BI, Shiny, Dash, HTML5 ..Business Analytics ..Data mining and Insights .Trend Analysis , forecasting and pattern recognition .Find opportunities in the data and able to communicate to the partners .Consult with partners to define issues/information needs .Present findings to multiple levels of management .Ensure that analyses are delivered on time, while surpassing partner expectations .Ensure partner transparency throughout the life of the project .Proactively seek opportunities to increase the value of analysis .Strong oral and written communication and consultative skills ..Desired Qualifications: .Strong collaboration skills .Output deployment using appropriate technologies (HTML5, Shiny, Django) .Working expertise in Tensorflow, Keras or Pytorch would be added advantage .Ability to translate analytical data into useful business information .Critical thinking and strong problem solving skills .Ability to learn the business aspects quickly .knowledge of banking industry and products in at least one of the LOB such as credit cards, mortgage, deposits, loans or wealth management etc. .Knowledge of functional area such as risk, marketing, operations or supply chain in banking industry. .Ability to multi-task and prioritize between projects .Ability to work independently and as part of a team",Posted 30+ days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=b12c14427fd21090&fccid=78bbcd26e39621f5&vjs=3
Assistant Data Scientist,Data Scientist,Ascendeum,"Bengaluru, Karnataka","Identify valuable data sources and automate collection processes.Undertake preprocessing of structured and unstructured data..Analyze large amounts of information to discover trends and patterns.Helping develop reports and analysis..Present information using data visualization techniques..Assessing tests and implementing new or upgraded software and assisting with strategic decisions on new systems..Evaluating changes and updates to source production systems..Develop, implement, and maintain leading-edge analytic systems, taking complicated problems and building simple frameworks.Providing technical expertise in data storage structures, data mining, and data cleansing..Propose solutions and strategies to business challenges",Posted 30+ days ago,2023-03-08,"Up to ₹10,00,000 a year",https://in.indeed.com/company/Ascendeum/jobs/Assistant-Data-Scientist-80882eb80be84f27?fccid=550bb0deaf6f9c61&vjs=3
Data Science Intern,Data Scientist,Great Manager Institute,"Mumbai, Maharashtra",Identify valuable data sources and automate collection processes.Undertake preprocessing of structured and unstructured data.Analyze large amounts of information to discover trends and patterns.Build predictive models and machine-learning algorithms.Combine models through ensemble modeling.Present information using data visualization techniques.Propose solutions and strategies to business challenges.Collaborate with engineering and product development teams,Posted 1 day ago,2023-03-08,"₹10,000 a month",https://in.indeed.com/company/Great-Manager-Institute/jobs/Data-Science-Intern-370d22484c7332b1?fccid=3692c0bb1fe07e57&vjs=3
Data Scientist EAC 2023,Data Scientist,Bosch Group,"Coimbatore, Tamil Nadu",Engineering Services.IT services.Business services,Posted 6 days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=bdcaa187d2414649&fccid=a2faf1301ac6ad4b&vjs=3
Data Analyst / Data Scientist,Data Scientist,StatusNeo Technology Consulting,"Gurgaon, Haryana","Ensure that data flows smoothly from source to destination so that it can be processed.Utilize strong database skills to work with large, complex data sets to extract insights.Filter and cleanse unstructured (or ambiguous) data into usable data sets that can be analyzed to extract insights and improve business processes.Identify new internal and external data sources to support analytics initiatives and work with appropriate partners to absorb the data into new or existing data infrastructure.Build tools for automating repetitive asks so that bandwidth can be freed for analytics.Collaborate with program managers and business analysts to help them come up with actionable, high-impact insights across product lines and functions.Work closely with top management to prioritize information and analytic needs",Posted 1 day ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=d63ca5f809740b14&fccid=3fccf9293a39f749&vjs=3
Data Scientist,Data Scientist,Airtel India,"Gurgaon, Gurugram, Haryana",Incident management & Change management of around 400 NMS/EMS instances.,Posted 30+ days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=86be4fb99f638f8b&fccid=bb95ccf807a8406a&vjs=3
Data Analyst,Data Scientist,ExpertSource Global Services Pvt. Ltd.,"Navi Mumbai, Maharashtra",Commuter assistance.Food provided.Health insurance.Provident Fund,Posted 8 days ago,2023-03-08,"₹40,000 - ₹65,000 a month",https://in.indeed.com/company/ExpertSource-Global-Services-Pvt.-Ltd./jobs/Data-Analyst-e49d74c2903fc6b9?fccid=68cd1fa7095265ff&vjs=3
Data Science API Engineer/Data Scientist,Data Scientist,Reventum solutions,"Hyderabad, Telangana",Evening shift.Monday to Friday.Night shift,Posted 15 days ago,2023-03-08,?,https://in.indeed.com/company/Reventum-solutions/jobs/Data-Science-API-Engineer-Data-Scientist-5e0a7bb116e563ff?fccid=bc7698741a592d36&vjs=3
Looking for Data Scientist for Evalueserve,Data Scientist,Evalueserve,"Bengaluru, Karnataka","Strong understanding of mathematical, statistical, and theoretical foundations of statistics and machine learning",Posted 30+ days ago,2023-03-08,"Up to ₹16,00,000 a year",https://in.indeed.com/company/Evalueserve/jobs/Data-Scientist-2318c7bba6b4e2f1?fccid=e47b99270f9cbc59&vjs=3
"Data Scientist - R/Python, SQL, ML",Data Scientist,UnitedHealth Group,"Gurgaon, Haryana","Involve in big data technologies and prototype solutions to improve our data processing and analytics architecture .Identify project issues, communicate them and assist in their resolution .Understand the healthcare domain and execute numerous projects at the same time .Cooperative and team focused attitude .Help the client to make efficient decision based on their need .Understanding for data, schema, data model, machine learning and how to bring efficiency in big data related life cycle .Comply with the terms and conditions of the employment contract, company policies and procedures, and any and all directives (such as, but not limited to, transfer and/or re-assignment to different work locations, change in teams and/or work shifts, policies in regards to flexibility of work benefits and/or work environment, alternative work arrangements, and other decisions that may arise due to the changing business environment). The Company may adopt, vary or rescind these policies and directives in its absolute discretion and without any limitation (implied or otherwise) on its ability to do so",Posted 27 days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=be960847b723de35&fccid=d3d3520998346837&vjs=3
Associate Data Scientist,Data Scientist,Kmart,"Bengaluru, Karnataka","Brighter Futures Start here...  As Australia’s biggest and most loved retailer, we’ve been brightening up everyday life for families for over 50 years. At our stores, distribution centres, and offices in Australia and New Zealand. All around the globe. Our diverse and inclusive 47,000 strong team come together for a common cause. Giving families easy access to our on-trend products and incredibly low prices – it’s the heart of everything we do.. ..  As a leader in the retail market, we’re optimistic about our future and yours. We’re relentless in our pursuit for results, but changing at a rapid rate, giving you challenging work that you’ll be proud of. We celebrate your uniqueness and individuality. Because at Kmart it’s not just what you do, it’s who you are that makes every day living brighter.. .. Level of role:. Team member.  .Years of Experience required for role:. 0 - 1 Years.  .Technical Skills required:. Data extraction and manipulations using SQL.   Analyse and model structured/unstructured data using advanced statistical methods. ..  Develop & maintain data science solutions to drive incremental value for the Kmart GroupCommunicate findings to internal teams to enable business decisions.   Basic understanding of statistical algorithms and programming in a language such as R, Python, or SAS, SPSS, MATLAB.   Fluent in verbal and written communication(English).  .Traits / Abilities:. As an associate data scientist at KAS Services, you will help transform the Kmart group data into tangible business value by analysing information, synthesizing insights and communicating outcomes.  .Primary Purpose of Role. Inquisitiveness balanced with commitment to timelines.   Detail-oriented team player with strong interpersonal skills. .. A place you can belong...  At Kmart, we celebrate the rich diversity of the communities in which we operate and are committed to creating inclusive and safe environments where all our team members can contribute and succeed. We believe that all team members should feel valued, respected and safe irrespective of your gender, ethnicity, indigeneity, religious beliefs, education, age, disability, family responsibilities, sexual orientation and gender identity and we encourage applications from all candidates.. ..  We believe that everyone should have the opportunity to be their best, when applying for a role or working at Kmart. We encourage you to tell us about any workplace adjustments that you would like, by emailing diversity@kmart.com.au. ..  If you would like to explore a career with Kmart and this sounds like the perfect role for you – apply now!.  ...We are a 2023 Circle Back Initiative Employer – we commit to respond to every applicant.",Posted 30+ days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=d2bb89d763adeac8&fccid=fffc8238af387b00&vjs=3
Data Scientist,Data Scientist,Zoom,India,"Develop and apply state-of-the-art , supervised and unsupervised models to support e-commerce marketing and online business. Lead and conduct deep-dive research and analysis to identify opportunities. Research customer cohorts and design A/B experiments for web optimizations & marketing campaigns by splitting users groups into test and control and sampling users in the best way to drive open/click rates and conversions. Generate and deliver compelling insights to leaders to inform strategic decisions on new products/initiatives and optimizations to our website. Work with stakeholders to scope and define the needs of business and manage data engineering projects to ensure accuracy and timely delivery",Posted 7 days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=794619f87400eaca&fccid=34a307d555f04368&vjs=3
Data Scientist,Data Scientist,Jupitice Justice Technologies Pvt. Ltd.,"Chandigarh, Chandigarh",Health insurance,Posted 20 days ago,2023-03-08,"₹3,00,000 - ₹5,00,000 a year",https://in.indeed.com/company/Jupitice-Justice-Technologies-Pvt.-Ltd./jobs/Data-Scientist-1dc91e2213e2e36c?fccid=25de1aa9b6f1c513&vjs=3
Data Scientist,Data Scientist,Navig8 Group,"Mumbai, Maharashtra",Data wrangling and preparation,Posted 14 days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=99cb33e6bd4f6e92&fccid=b1f12c1a0b8ae427&vjs=3
Data Scientist,Data Scientist,FelixHealthcare.AI,"Kondapur, Hyderabad, Telangana","Proven experience as a Data Scientist or Data Analyst.Experience in data mining.Understanding of machine-learning and operations research.Knowledge of R, SQL and Python; familiarity with Scala, Java or C++ is an asset.Experience using business intelligence tools (e.g. Tableau) and data frameworks (e.g. Hadoop).Analytical mind and business acumen.Strong math skills (e.g. statistics, algebra).Problem-solving aptitude.Excellent communication and presentation skills.BSc/BA in Computer Science, Engineering or relevant field; graduate degree in Data Science or other quantitative field is preferred",Posted 1 day ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=e9372354a036b50a&fccid=dd616958bd9ddc12&vjs=3
Data Scientist,Data Scientist,Sigma Solve Inc.,"Ahmedabad, Gujarat",Identify valuable data sources and automate collection processes.Undertake preprocessing of structured and unstructured data.Analyze large amounts of information to discover trends and patterns.Build predictive models and machine-learning algorithms.Combine models through ensemble modeling.Present information using data visualization techniques.Propose solutions and strategies to business challenges.Collaborate with engineering and product development teams,Posted 19 days ago,2023-03-08,"₹10,00,000 - ₹20,00,000 a year",https://in.indeed.com/company/Sigma-Solve/jobs/Data-Scientist-ccc23252759b65ab?fccid=14021e6a465f9c40&vjs=3
Data Scientist,Data Scientist,Amiscent Careers,"Pune, Maharashtra",Day shift,Posted 7 days ago,2023-03-08,"Up to ₹15,00,000 a year",https://in.indeed.com/company/Amiscent-Careers/jobs/Data-Scientist-98b88e0d16ed84be?fccid=c7104ee067340428&vjs=3
Data Scientist,Data Scientist,Capgemini,"Bengaluru, Karnataka","Develop strategies to solve problems in logical yet creative ways. Helping & Managing teams of data scientist and produce project deliverables. Identify and address client needs in different domains. .Processing, cleansing and verifying the integrity of data used for analysis. Data mining and performing EDAs using state-of-the-art methods. Selecting features, building and optimizing classifiers / regressors, etc. using machine learning & deep learning techniques. Help enhance data collection procedures to include information that is relevant for building analytical systems. Doing ad-hoc analysis and presenting results in a clear manner. Follow and help improve with ‘Analytics-Delivery’ procedures using detailed documentations. Create custom reports and presentations accompanied by strong data visualization and storytelling. Present analytical conclusions to senior officials in a company and other stakeholders",Posted 30+ days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=b0d424bf8f41e756&fccid=105ecfd0283f415f&vjs=3
Data Scientist,Data Scientist,Lenskart,"Gurgaon, Haryana","Experience using machine learning libraries or platforms such as Tensorflow, Scikit-Learn, Spark ML, Python, SQL, Redshift, and knowledge of AWS environment.. Synthesize large volumes of data with attention to granular details and present findings and recommendations to senior-level stakeholders using advanced modelling & algorithm.. Perform online reporting, collection and analysis of digital metrics, process large clickstream data sets from Google Analytics/Big query to provide online user experience improvement.. Analyze the customer base and build a strong customer segmentation framework to look at our customer base in a strategic manner.. Leverage customer data to build churn models, propensity models etc. to increase the efficiency of our marketing spend.. Working closely with the channel teams on campaign optimization.. Leverage customer chat data for applications in text analytics such as sentiment analysis, NPS prediction, topic modelling etc.. Ability to translate advanced analytics problems into an ML model (deep learning, decision trees, Random forest, GBM, Bayesian models, etc.).. Knowledge of MMM Modelling and MTA Modelling is good to have.. Experience in Retail, Ecommerce, and Marketing advanced analytics ML problems is a must with a deep understanding of one area.. Strong analytical and communication skills. Should be self-driven, highly motivated and able to learn quickly.. Strong understanding of analytics needs and proactive-ness to build generic solutions to improve efficiency.. Lead/Work with many global teams, communicate effectively, both written and verbal, with technical and non-technical multi-functional teams.. Strong project management and communication skills, Excel / PowerPoint / Agile /Jira experience.. Most important - Passion for solving business problems with the use of algorithms, analytics and technology.",Posted 30+ days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=13027c95012596b8&fccid=ffebae55a778ec1a&vjs=3
Associate Data scientist,Data Scientist,Shell,"Chennai, Tamil Nadu","Works within a variety of well-defined and standard R&D techniques, procedures, and practices.. Works under general guidance and work instructions (work is being checked by manager or senior colleagues), which requires the job holder to apply a combination of applied and theoretical knowledge within a well-defined scope. Has knowledge about a specific discipline and may coach less experienced colleagues, but not yet regarded as an internal or external expert.. Supports the Data Analytics team in the design and execution of analytics projects.. Works with data and technology experts to help execute analytics projects and deploy solutions.. Develops optimal analytical models that address the business requirement, with acceptable levels of accuracy.. Writes efficient code that incorporates best practices in that technology.. Supports the design and delivery of analytics projects, within or cutting across different business units in Shell.",Posted 7 days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=b7686c1fee0a6148&fccid=167aa4ca2fe7d8e6&vjs=3
Customer Segmentation Data Scientist Analyst,Data Scientist,"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra","Involved in Planning, executing, and deliver customer-centric analytical projects, including:.A segmentation framework, with varying levels of granularity, to deeply understand customers at scale.Attributes that describe customers' financial needs and behaviors.Data assets that define customer archetypes and describe them (e.g., market share, engagement, performance).Strategic analyses for a variety of segment-focused use cases (e.g., marketing, servicing, personalization).Segment-level dashboards that inform executives on critical KPIs.Become a trusted partner and thought leader on customer data and data science & analytics techniques.Establish and manage relationships with internal partners.Deliver rapid and scalable solutions that generate high quality output.Invent creative and innovative ways to answer key business questions by leveraging existing data assets or creating new ones.Will be responsible to Build expertise on customer data from all Chase lines of business.Synthesize analytical findings for senior business executives in written and verbal formats and influence decisions that impact customers across Chase lines of business",Posted 1 day ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=7640cceaae96413c&fccid=c46d0116f6e69eae&vjs=3
Data Scientist,Data Scientist,V Infotech,"Indore, Madhya Pradesh","Candidate should be able to build and deploy state-of-the-art ML/deep learning models for complex use cases that straddle across multiple line-of-business..Should be able to comprehend, extract, and automate processes and models from complex data sources and perform deep-dive analysis, including the application of advanced analytical techniques to solve critical and complex business problems..Should have experience of working on AWS Data Lake environment using different tools and connectors, hands-on experience on system tools including Python,Django,MySQL,MongoDB, Spark, Hadoop environment, and other Open source tools.Should be able to build end-to-end Machine Learning models and evaluate their quality in real-life scenarios with limiting hand-holding.",Posted 30+ days ago,2023-03-08,"Up to ₹8,00,000 a year",https://in.indeed.com/company/Viscus-Oils-Pvt.-Ltd./jobs/Data-Scientist-263a2720cd8c18f0?fccid=9c1b0988d37732f8&vjs=3
