job_title,job_role,company,job_location,job_summary,post_date,today,job_salary,job_url
Data Engineer,Data Engineer,TaskUs,"Indore, Madhya Pradesh","You will assist in making accurate and meaningful data available for consumption of TaskUs Data Science reporting methodology..You do your work meticulously in order to meet an enterprise’s data delivery, business analysis and reporting needs..You will create new data pipelines, database architectures and ETL processes, you will observe and suggest what the go-to methodology should be..You will be gathering requirements, performing vendor and product evaluations, deliver solutions, training, and documentation. You will also handle the design and development, tuning, deployment, and maintenance of information, advanced data analytics, and physical data persistence technologies..You will establish analytic environments required for structured, semi-structured and unstructured data..You will implement the business requirements and business processes, build ETL configurations, create pipelines for the Data Warehouse, research on new technologies and build proof-of concepts around them. Build and maintain extract-transform-load (“ETL”) and/or extract-load-transform (“ELT”) processes and data modeling for DW and Data Lake..You will carry out monitoring, tuning, and database performance analysis.",Posted 15 days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=d79e7902fd3614f4&fccid=e400e5c3cec6a031&vjs=3
Data Engineer - Jamaica,Data Engineer,TheHive,Remote,Evening shift.Monday to Friday.Night shift,Posted 20 days ago,2023-03-08,"₹1,24,237 a month",https://in.indeed.com/company/TheHive/jobs/Data-Engineer-98deac5b4fdb8fb2?fccid=3f6264f8e7e6996f&vjs=3
Data Engineer- O9,Data Engineer,Acies Global,"Bengaluru, Karnataka",Flexible schedule.Health insurance.Life insurance.Paid sick time.Provident Fund.Work from home,Posted 22 days ago,2023-03-08,"₹10,00,000 - ₹20,00,000 a year",https://in.indeed.com/company/Acies-Global/jobs/Data-Engineer-0c324ad6572b6367?fccid=b791e275e2e14f3d&vjs=3
SQL Data Engineer,Data Engineer,Smart fusion corporate solution,Remote,Work from home,Posted 29 days ago,2023-03-08,"₹6,00,000 - ₹12,00,000 a year",https://in.indeed.com/company/SmartFusion-corporate-solutions-pvt-ltd/jobs/SQL-Data-Engineer-fbeee3679b25712f?fccid=15f83df41eaacd5b&vjs=3
Data Engineer - Azure,Data Engineer,Assisto,"Indore, Madhya Pradesh",Work from home,Posted 30+ days ago,2023-03-08,"₹1,20,000 - ₹1,60,000 a month",https://in.indeed.com/company/EMPOWER-PROFESSIONALS/jobs/Data-Engineer-0ac70deca5593e47?fccid=de967b13f80e83ba&vjs=3
Senior Data Engineer,Data Engineer,Luxoft,Remote,"As part of our team, your main responsibilities will focus on area of:.       ..Development of data engineering solutions for new and ongoing projects in DW and Big Data area.Large-scale deployments, automation and configuration management..Technology explorations, research & development, deep investigations & troubleshooting",Posted 23 days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=014cfc1e899fae20&fccid=4b841d912d46e4fd&vjs=3
Associate Data engineer,Data Engineer,Maersk,"Bengaluru, Karnataka","Data engineers are responsible for building data products. They extract data from multiple systems, build reliable data pipelines and transform data so that it can easily be analyzed or consumed by downstream consumers and systems. Data Engineers work accross data sources and sometimes business domains to explore and integrate data to develop new data prodcuts. Data Engineers also have the ability to visualize and analyze data in dashboards or build custom data applications..  . Are able to deliver data solutions from start to finish, including testing and deployment. Understand data models and are able to enhance and relate ongoing work to it. Are able to translate business needs to technical solution.",Posted 10 days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=61bcb0489ea7f161&fccid=14e7391c55beeb80&vjs=3
Junior Data Engineer (PowerBI),Data Engineer,Anblicks,"Vijayawada, Andhra Pradesh","3+ years’ experience developing advanced dashboards using Power BI.Expert in data modeling and design standards, tools, best practices, and related development for enterprise data models.Excellent knowledge of Power BI Desktop, Charting Widgets and Connectors to various data sources.Experience building Power BI reports leveraging DAX functions.Knowledge of writing SQL statements using MS SQL Server ETL, SSAS and SSIS experience a plus knowledge of Power BI Mobile.Having SQL Server or Postgres experience is a must.Azure experience is nice to have.Experience working with Power BI Synapse, Snowflake, Azure Data Lake, Databricks connectors is a nice to have",Posted 7 days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=bc7cf75ef31cae09&fccid=e0efd5c38293090b&vjs=3
Sr. Data Engineer,Data Engineer,Etech Global Services,"Gandhinagar, Gujarat","Experience: 5+ Years of Experience.A person should have good knowledge of ETL(Logic) using python, SQL, and NoSQL databases, API.Scripting knowledge with Python and Bash are essentials.Person should have good experience in Python and API.Should able to extract/fetch data from API using Python.Sounds knowledge in getting data from different types of Storage and APIs source.A person should responsible for collecting, parsing, transforming, and analyzing large data.A person should be able to design, develop, support extracting complex data, and automates ETL job",Posted today,2023-03-08,"Up to ₹11,00,000 a year",https://in.indeed.com/company/Etech/jobs/Senior-Data-Engineer-6030ca54c36fc5ee?fccid=8a5306658c4ca3e2&vjs=3
Data Engineer II,Data Engineer,Akamai,India,"Creating, managing, and automating data pipelines using Oracle Data Integrator, Mulesoft, Golden Gate and related technologies.. Defining requirements for new implementation needs and to influence the new designs and standards. Providing technical expertise and creating automation solutions to complex and interwoven sets of problems. Identifying process improvement opportunities, gaining support for changes, and leading implementation collaboratively with our teams",Posted 6 days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=19454693d4abefb6&fccid=2c20478fc1054b79&vjs=3
Data Engineer,Data Engineer,Falcon Chase International,"Noida, Uttar Pradesh","General understanding of analytics and statistics..Working knowledge of RDBMS database principles, processes, technologies and tools..Should be hands-on with at least one of these: MS SQL, Postgres, Oracle or MySQL.Expert level in Structured Query Language (SQL).Working knowledge of Extract, Transform and Load (ETL) applications..Should be hands-on with at least one ETL tool.Effective written and verbal communication and presentation skills..Healthcare domain knowledge is preferred.Unix Scripting and SQL programming for data profiling..Manage ETL Datastage developer team.Hands-on deep experience in AWS/ Azure(Cloud).",Posted 30+ days ago,2023-03-08,"₹10,80,337 - ₹22,22,967 a year",https://in.indeed.com/company/Falcon-Chase-International/jobs/Data-Engineer-f9e6442b432dfe90?fccid=6152532a8217d89f&vjs=3
Data Engineer,Data Engineer,Blazeclan Technologies,"Pune, Maharashtra",Job Opening ID..   BL_1226_JOBID .  ...Title..   Data Engineer .  ...Assigned Recruiter(s)..   Shilpa Sharma .  ...Job Opening Status..   In-progress .  ...Skill Set..   Python .  ...Industry..   IT Services .  ...Sub Skill..   SQL; AWS/GCP/Azure (Any one cloud ); Spark; Data Warehousing; Big Data; ETL .  ...Work Experience..   2+ year(s) .  ...City..   Pune City .  ...State/Province..   Maharashtra .  ...Country..   India .  ...Zip/Postal Code..   411001,Posted 7 days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=a0211fc5009da95e&fccid=8b651b1d91977216&vjs=3
"Data Engineer, VP",Data Engineer,NatWest Group,"Bengaluru, Karnataka","You’ll be the voice of our customers, using data to tell their stories and put them at the heart of all decision-making. We’ll look to you to drive the build of effortless, digital first customer experiences. If you’re ready for a new challenge and want to make a far-reaching impact through your work, this could be the opportunity you’re looking for. We're offering this role at vice president level",Posted 4 days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=f9ed83390fcc7969&fccid=4a3a2b1eb3ec0691&vjs=3
Data Engineer,Data Engineer,Mercedes-Benz Research and Development India Private Limited,"Bengaluru, Karnataka","Excellent Programming skills in Python. .Experience with cloud technologies like Azure, AWS, GCP, public or private cloud. .Hands on experience in deployment of applications in the cloud. .Hands on experience in relational SQL, noSQL DB, Postgres, mongoDB etc. .Experience in streaming processes like Kafka, Spark, Storm, Redis, etc. .Experience with Docker containers, Kubernetes is a plus. .Good understating of Big Data Architecture. .Good understating of CI/CD/DevOps/DevSecOps. .Excellent problem solving skills and driven to win attitude.",Posted 7 days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=1b69e72a6ee9cd74&fccid=9ab138c02aaca829&vjs=3
Data Engineer,Data Engineer,Siemens,"Bengaluru, Karnataka","Create and maintain optimal data pipeline architecture. Assemble large, complex data sets that meet functional / non-functional business requirements.. Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc.. Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using AWS ‘big data’ technologies.. Build analytics tools that utilize the data pipeline to provide actionable insights into customer acquisition, operational efficiency, and other key business performance metrics.. Work with stakeholders including the Executive, Product, Data and Design teams to assist with data-related technical issues and support their data infrastructure needs.. Keep our data separated and secure across national boundaries through multiple data centers and AWS regions.. Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.. Work with data and analytics experts to strive for greater functionality in our data systems.",Posted 22 days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=1276fc419b743ab2&fccid=ea6bb53f0b18b8f2&vjs=3
Data Engineer,Data Engineer,Arting Digital,Remote,Day shift,Posted 17 days ago,2023-03-08,"₹3,00,000 - ₹15,00,000 a year",https://in.indeed.com/company/Arting-Digital/jobs/Data-Engineer-a483a93f21c42990?fccid=4e7f568d250cd695&vjs=3
Data Engineer,Data Engineer,IBM,"Mumbai, Maharashtra","Should have minimum of 5+ years of experience in any (GCP/Azure/AWS) Cloud Data Engineering.. Provide technical expertise in the design and development using any Cloud.. Develops and/or re-engineers highly complex application components, and integrate software packages, programs and reusable objects residing on multiple platforms.. Development experience on any cloud platform to implement streaming analytics for stream and batch processing.. Event-driven cloud platform for cloud services and apps, Data integration for building and managing pipeline, Data warehouse running on serverless infrastructure, Workflow orchestration using GCP/Azure/AWS Cloud Data Engineering components etc.,",Posted 4 days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=980b69c01ecae1d7&fccid=de71a49b535e21cb&vjs=3
Big query Data engineer,Data Engineer,Infovision,"Bengaluru, Karnataka",Monday to Friday.UK shift,Posted 4 days ago,2023-03-08,"₹7,95,849 - ₹21,45,795 a year",https://in.indeed.com/company/yourastro/jobs/Big-Query-Data-Engineer-125ab557925ba95a?fccid=bb7c062402131b7c&vjs=3
Data Engineer,Data Engineer,Marktine Technology Solutions,Remote,Industry..     IT Services .    ...Salary..     up to 14 LPA .    ...Work Experience..     3-6 years .    ...Remote Job,Posted 30+ days ago,2023-03-08,"₹14,00,000 a year",https://in.indeed.com/rc/clk?jk=c2ea19b6ada63989&fccid=4a3d46e28f0964e5&vjs=3
Commercial Data Engineer,Data Engineer,Winning Edge,"Bengaluru, Karnataka","Bachelor’s degree in computer science, information technology, management information systems or equivalent work experience",Posted today,2023-03-08,"₹15,00,000 - ₹25,00,000 a year",https://in.indeed.com/company/Winning-Edge/jobs/Commercial-Data-Engineer-c69aed8205188f92?fccid=d5c4a1f49c103f47&vjs=3
Data Engineer,Data Engineer,Ericsson,"Noida, Uttar Pradesh","Business solution owner, process owners and solution users. Information stewards, domain experts, subject matter experts. Business Analysts, Data Scientists, Data Architects, Automation Architects, Automation Engineers. Project Steering Group, Operative Steering Group (OSG), Project Management Office (PMO). Enterprise/Regional IT representatives. Partners and vendors!",Posted 1 day ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=a2c7d3808595c050&fccid=82656d64a9a3e6a7&vjs=3
Azure Data Engineer,Data Engineer,ATOS,"Pune, Maharashtra",Cell phone reimbursement.Commuter assistance.Food provided.Health insurance.Internet reimbursement.Leave encashment.Life insurance.Paid sick time.Paid time off.Provident Fund.Work from home,Posted 8 days ago,2023-03-08,?,https://in.indeed.com/company/Atos/jobs/Azure-Data-Engineer-74cc7448ae213c2f?fccid=ee6a99db163236c2&vjs=3
AWS Data Engineer,Data Engineer,Smart fusion corporate solution,Remote,Work from home,Posted 29 days ago,2023-03-08,"₹6,00,000 - ₹12,00,000 a year",https://in.indeed.com/company/SmartFusion-corporate-solutions-pvt-ltd/jobs/Aws-Data-Engineer-443102f331219d64?fccid=15f83df41eaacd5b&vjs=3
"AWS Data Engineer ( glue ,Lambda,Pyspark,redshift)",Data Engineer,Veegasree,"Bengaluru, Karnataka","2-5 years of experience working with Cloud Data Platforms especially AWS.Proven experience as a Data Engineer.Must be experienced in building data pipelines using Python and AWS Glue.Experience in using step functions, lambda, S3, EC2, Glue, Athena, etc.Exposure to ETL process management.Excellent communication, presentation skills and people Interactions within own team or department at operational level.",Posted 12 days ago,2023-03-08,"Up to ₹50,000 a month",https://in.indeed.com/company/veegasree/jobs/Aws-Data-Engineer-5a1ee7ba0923d331?fccid=52d45b182f76295e&vjs=3
Azure Data Engineer,Data Engineer,Deloitte,"Mumbai, Maharashtra",Location - Mumbai,Posted 30+ days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=2d10c365579a5d75&fccid=9e215d88a6b33622&vjs=3
"SQL Data Engineer (Python,Redshift)",Data Engineer,Veegasree,"Chennai, Tamil Nadu","2-5 years of experience as SQL Developer/Programmer.Expertise in ETL Process.Good Knowledge on SSIS Packages.Good Knowledge on Python.Proven experience as a Data Engineer.Create database objects such as tables, views, stored procedures, Triggers, Functions etc..Good in performance tuning especially tuning complex queries, procedure and indexing strategies..Write code for new development requirements as well as provide bug fixing, support and maintenance of existing code..Excellent communication, presentation skills and people Interactions within own team or department at operational level",Posted 12 days ago,2023-03-08,"Up to ₹70,000 a month",https://in.indeed.com/company/veegasree/jobs/SQL-Data-Engineer-bf042670cf7677fe?fccid=52d45b182f76295e&vjs=3
Data Engineer,Data Engineer,Arting Digital,Remote,Day shift,Posted 17 days ago,2023-03-08,"₹3,00,000 - ₹15,00,000 a year",https://in.indeed.com/company/Arting-Digital/jobs/Data-Engineer-a483a93f21c42990?fccid=4e7f568d250cd695&vjs=3
Senior Data Engineer,Data Engineer,Luxoft,Remote,"As part of our team, your main responsibilities will focus on area of:.       ..Development of data engineering solutions for new and ongoing projects in DW and Big Data area.Large-scale deployments, automation and configuration management..Technology explorations, research & development, deep investigations & troubleshooting",Posted 23 days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=014cfc1e899fae20&fccid=4b841d912d46e4fd&vjs=3
Data Engineer - 1,Data Engineer,Bizongo,"Bengaluru, Karnataka",Flexible schedule.Health insurance.Life insurance.Paid sick time.Provident Fund.Work from home,Posted 30+ days ago,2023-03-08,"Up to ₹13,00,000 a year",https://in.indeed.com/company/Bizongo/jobs/Data-Engineer-536dbeadcbbfb0d0?fccid=4232979cb0926d4d&vjs=3
Data Engineer,Data Engineer,Ericsson,"Noida, Uttar Pradesh","Business solution owner, process owners and solution users. Information stewards, domain experts, subject matter experts. Business Analysts, Data Scientists, Data Architects, Automation Architects, Automation Engineers. Project Steering Group, Operative Steering Group (OSG), Project Management Office (PMO). Enterprise/Regional IT representatives. Partners and vendors!",Posted 1 day ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=a2c7d3808595c050&fccid=82656d64a9a3e6a7&vjs=3
Data Engineer,Data Engineer,LanceTech Solutions Pvt Ltd,"Pune, Maharashtra","3-4 years’ experience with a Bachelor's Degree in Computer Science, Engineering, Technology or related field required..Work hours- 6.30PM to 3.30AM IST..Data Engineering, Python/R, SQL, Pandas, NumPy, Big Data, AWS Cloud.Proven experience as a Data Engineer, devOps engineer or similar role..Understanding of data structures, data modeling and software architecture..Hands-on-experience with SQL/NO-SQL (MySQL/ Postgres/Cassandra /MongoDB)..Good knowledge and coding experience in one or more programming languages such as Python, Java, JavaScript..Knowledge of web scraping and tools..Experience with AWS cloud services (EC2)..Experience in Deploying Machine Learning/Deep Learning models on cloud..Experience with big data tools: Hadoop, Spark.",Posted 30+ days ago,2023-03-08,"Up to ₹15,00,000 a year",https://in.indeed.com/company/LanceTech-Solutions-Pvt-Ltd/jobs/Data-Engineer-bc342718a034659e?fccid=e9c8111ee4de3cfa&vjs=3
Data Engineer,Data Engineer,Fluid.Live Solutions Pvt Ltd,"Pune, Maharashtra","Your home location should be Pune (Maharashtra, India) – City limits (Strictly).Work from office/home (Pune, MH)",Posted 28 days ago,2023-03-08,"₹10,00,000 - ₹20,00,000 a year",https://in.indeed.com/company/Fluid.Live-Solutions-Pvt-Ltd/jobs/Data-Engineer-50ef69aee8598a02?fccid=bc930420d3fe14dd&vjs=3
Data Engineer,Data Engineer,Ford Motor Company,India,"Analyze needs of customers (purpose of data processing), desired outcomes (use cases) and identify privacy requirements that will be required for approvals .Support compliance activities, as needed, such as GDPR, CCPA audits, OICs, access reviews, etc. .Partner with data stewards to ensure all information utilized adheres to compliance, access management and control police.",Posted 6 days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=dca0f9828ebf6635&fccid=761c44c17d636bfe&vjs=3
Data Engineer (Data Management),Data Engineer,Sailo Technosoft,"Pune, Maharashtra",Experience: level 1+ years,Posted 9 days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=d0684b6a2e991f38&fccid=df64f7a33c704798&vjs=3
Commercial Data Engineer,Data Engineer,Winning Edge,"Bengaluru, Karnataka","Bachelor’s degree in computer science, information technology, management information systems or equivalent work experience",Posted today,2023-03-08,"₹15,00,000 - ₹25,00,000 a year",https://in.indeed.com/company/Winning-Edge/jobs/Commercial-Data-Engineer-c69aed8205188f92?fccid=d5c4a1f49c103f47&vjs=3
Data Engineer- Mumbai,Data Engineer,Cogoport,"Mumbai, Maharashtra","Develop, construct, test and maintain architectures by aligning with the business requirements. Data acquisition from multiple sources. Develop data set processes. Identify ways to improve data reliability, efficiency and quality. Deploy sophisticated analytics programs, machine learning and statistical methods. Prepare data for predictive and prescriptive modeling. Find hidden patterns using data. Deliver updates to stakeholders based on analytics",Posted 30+ days ago,2023-03-08,?,https://in.indeed.com/rc/clk?jk=43f6fe6702c4aa19&fccid=e0ee83e44c46b40f&vjs=3
